30,59
60,59
90,59
120,59
150,59
180,59
210,59
240,59
270,59
300,59
330,59
360,59
390,59
420,59
450,59
480,59
510,59
540,59
570,59
600,59
630,59
660,59
690,59
720,59
750,59
780,59
810,59
840,59
870,59
900,59
930,59
960,59
990,59
1020,59
1050,59
1080,59
1110,59
1140,59
1170,59
1200,59
1230,59
1260,59
1290,59
1320,59
1350,59
1380,59
1410,59
1440,59
1470,59
1500,59
1530,59
1560,59
1590,59
1620,59
1650,59
1680,59
1710,59
1740,59
1770,59
1800,59
1830,59
1860,59
1890,59
1920,59
1950,59
1980,59
2010,59
2040,59
2070,59
2100,59
2130,59
2160,59
2190,59
2220,59
2250,59
2280,59
2310,59
2340,59
2370,59
2400,59
2430,59
2460,59
2490,59
2520,59
2550,59
2580,59
2610,53
2640,53
2670,53
2700,53
2730,53
2760,53
2790,53
2820,53
2850,53
2880,53
2910,53
2940,53
2970,53
3000,53
3030,53
3060,53
3090,53
3120,53
3150,53
3180,53
3210,53
3240,53
3270,53
3300,53
3330,53
3360,53
3390,53
3420,53
3450,53
3480,53
3510,53
3540,53
3570,53
3600,53
3630,53
3660,53
3690,53
3720,40
3750,40
3780,40
3810,40
3840,40
3870,40
3900,40
3930,40
3960,40
3990,40
4020,40
4050,40
4080,40
4110,40
4140,49
4170,49
4200,49
4230,49
4260,49
4290,49
4320,49
4350,49
4380,49
4410,49
4440,49
4470,49
4500,49
4530,49
4560,49
4590,49
4620,49
4650,49
4680,49
4710,49
4740,49
4770,49
4800,49
4830,42
4860,42
4890,42
4920,42
4950,42
4980,42
5010,42
5040,42
5070,42
5100,42
5130,42
5160,42
5190,42
5220,42
5250,42
5280,45
5310,45
5340,45
5370,45
5400,45
5430,45
5460,45
5490,45
5520,45
5550,45
5580,45
5610,45
5640,45
5670,45
5700,45
5730,45
5760,45
5790,45
5820,39
5850,39
5880,39
5910,39
5940,39
5970,39
6000,39
6030,39
6060,39
6090,39
6120,39
6150,39
6180,39
6210,39
6240,39
6270,39
6300,35
6330,35
6360,35
6390,35
6420,35
6450,35
6480,35
6510,35
6540,35
6570,35
6600,35
6630,35
6660,35
6690,35
6720,35
6750,35
6780,33
6810,33
6840,33
6870,33
6900,33
6930,33
6960,33
6990,33
7020,33
7050,33
7080,33
7110,33
7140,33
7170,33
7200,33
7230,31
7260,31
7290,31
7320,31
7350,31
7380,31
7410,31
7440,34
7470,34
7500,34
7530,34
7560,34
7590,34
7620,34
7650,34
7680,34
7710,34
7740,34
7770,34
7800,34
7830,34
7860,34
7890,31
7920,31
7950,31
7980,31
8010,31
8040,31
8070,31
8100,31
8130,31
8160,29
