30,59
60,59
90,59
120,59
150,59
180,59
210,59
240,59
270,59
300,59
330,59
360,59
390,59
420,59
450,59
480,59
510,59
540,59
570,59
600,59
630,59
660,59
690,59
720,59
750,59
780,59
810,59
840,59
870,59
900,59
930,59
960,59
990,59
1020,59
1050,59
1080,59
1110,59
1140,59
1170,59
1200,59
1230,59
1260,59
1290,59
1320,59
1350,59
1380,59
1410,59
1440,59
1470,59
1500,59
1530,59
1560,59
1590,59
1620,59
1650,59
1680,59
1710,59
1740,59
1770,59
1800,59
1830,59
1860,59
1890,59
1920,59
1950,59
1980,59
2010,59
2040,59
2070,59
2100,59
2130,59
2160,59
2190,59
2220,59
2250,59
2280,59
2310,59
2340,59
2370,59
2400,59
2430,59
2460,59
2490,59
2520,59
2550,59
2580,59
2610,59
2640,59
2670,59
2700,59
2730,59
2760,59
2790,59
2820,59
2850,59
2880,54
2910,54
2940,54
2970,54
3000,54
3030,54
3060,54
3090,54
3120,54
3150,54
3180,54
3210,54
3240,54
3270,54
3300,54
3330,54
3360,54
3390,54
3420,54
3450,54
3480,54
3510,54
3540,54
3570,54
3600,54
3630,54
3660,54
3690,54
3720,54
3750,54
3780,54
3810,54
3840,54
3870,54
3900,54
3930,54
3960,54
3990,54
4020,54
4050,54
4080,54
4110,40
4140,40
4170,40
4200,40
4230,40
4260,40
4290,40
4320,40
4350,40
4380,40
4410,40
4440,40
4470,40
4500,40
4530,40
4560,40
4590,40
4620,46
4650,46
4680,46
4710,46
4740,46
4770,46
4800,46
4830,46
4860,46
4890,46
4920,49
4950,49
4980,49
5010,49
5040,49
5070,49
5100,49
5130,49
5160,49
5190,49
5220,49
5250,49
5280,49
5310,49
5340,49
5370,49
5400,49
5430,49
5460,49
5490,49
5520,49
5550,49
5580,49
5610,49
5640,49
5670,49
5700,49
5730,49
5760,49
5790,49
5820,49
5850,49
5880,31
5910,31
5940,46
5970,46
6000,46
6030,46
6060,46
6090,46
6120,46
6150,46
6180,46
6210,46
6240,46
6270,46
6300,46
6330,46
6360,37
6390,37
6420,37
6450,37
6480,37
6510,37
6540,37
6570,37
6600,37
6630,37
6660,37
6690,37
6720,37
6750,37
6780,41
6810,41
6840,41
6870,41
6900,41
6930,37
6960,37
6990,37
7020,37
7050,37
7080,37
7110,36
7140,36
7170,36
7200,36
7230,36
7260,36
7290,35
7320,35
7350,37
7380,37
7410,36
7440,36
7470,36
7500,36
7530,36
7560,36
7590,35
7620,35
7650,34
7680,34
7710,34
7740,34
7770,33
7800,33
7830,34
7860,34
7890,34
7920,34
7950,32
7980,32
8010,35
8040,35
8070,34
8100,34
